key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,position_name,position_code,starter,substitute
4473,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-62984,Boy,Tomás,10,midfielder,MF,1,0
4474,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-59792,Aguirre,Javier,13,midfielder,MF,1,0
4475,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-56743,Cruz,Felix,14,defender,DF,1,0
4476,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-85837,Flores,Luis,15,forward,FW,1,0
4477,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-67053,Muñoz,Carlos,16,midfielder,MF,1,0
4478,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-89412,Servín,Raúl,17,defender,DF,1,0
4479,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-66199,Negrete,Manuel,22,forward,FW,1,0
4480,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-83744,Cruz,Francisco Javier,5,forward,FW,0,1
4481,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-46,Mexico,MEX,1,0,P-19791,España,Miguel,7,midfielder,MF,0,1
4482,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-47269,Fernández,Roberto,1,goal keeper,GK,1,0
4483,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-13699,Torales,Juan,2,defender,DF,1,0
4484,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-60644,Zabala,César,3,defender,DF,1,0
4485,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-77194,Schettina,Vladimiro,4,defender,DF,1,0
4486,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-20267,Delgado,Rogelio,5,defender,DF,1,0
4487,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-56811,Nunes,Jorge Amado,6,midfielder,MF,1,0
4488,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-16678,Ferreira,Buenaventura,7,forward,FW,1,0
4489,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-73704,Romero,Julio César,8,midfielder,MF,1,0
4490,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-29440,Cabañas,Roberto,9,forward,FW,1,0
4491,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-53152,Cañete,Adolfino,10,midfielder,MF,1,0
4492,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-97522,Mendoza,Alfredo,11,forward,FW,1,0
4493,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-37560,Guasch,Jorge,16,midfielder,MF,0,1
4494,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,T-55,Paraguay,PRY,0,1,P-74570,Hicks,Ramón,20,forward,FW,0,1
4495,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-55794,Jennings,Pat,1,goal keeper,GK,1,0
4496,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-53798,Nicholl,Jimmy,2,defender,DF,1,0
4497,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-40771,Donaghy,Mal,3,defender,DF,1,0
4498,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-62565,O'Neill,John,4,defender,DF,1,0
4499,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-98708,McDonald,Alan,5,defender,DF,1,0
4500,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-99050,McCreery,David,6,midfielder,MF,1,0
4501,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-84808,Penney,Steve,7,midfielder,MF,1,0
4502,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-32829,McIlroy,Sammy,8,midfielder,MF,1,0
4503,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-62599,Whiteside,Norman,10,midfielder,MF,1,0
4504,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-19672,Worthington,Nigel,15,midfielder,MF,1,0
4505,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-74529,Clarke,Colin,17,forward,FW,1,0
4506,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-88012,Stewart,Ian,11,forward,FW,0,1
4507,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-52,Northern Ireland,NIR,1,0,P-76882,Hamilton,Billy,19,forward,FW,0,1
4508,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-63214,Zubizarreta,Andoni,1,goal keeper,GK,1,0
4509,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-72141,Tomás,not applicable,2,defender,DF,1,0
4510,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-96996,Camacho,José Antonio,3,defender,DF,1,0
4511,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-91970,Víctor,not applicable,5,defender,DF,1,0
4512,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-19020,Gordillo,Rafael,6,midfielder,MF,1,0
4513,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-93792,Goikoetxea,Andoni,8,defender,DF,1,0
4514,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-12940,Butragueño,Emilio,9,forward,FW,1,0
4515,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-86323,Gallego,Ricardo,14,defender,DF,1,0
4516,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-02901,Francisco,not applicable,17,midfielder,MF,1,0
4517,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-18314,Salinas,Julio,19,forward,FW,1,0
4518,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-06498,Míchel,not applicable,21,midfielder,MF,1,0
4519,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-32414,Señor,Juan Antonio,7,midfielder,MF,0,1
4520,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,T-73,Spain,ESP,0,1,P-14296,Calderé,Ramón,18,midfielder,MF,0,1
4521,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-50717,Młynarczyk,Józef,1,goal keeper,GK,1,0
4522,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-00146,Ostrowski,Marek,4,defender,DF,1,0
4523,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-22126,Wójcicki,Roman,5,defender,DF,1,0
4524,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-02493,Matysik,Waldemar,6,midfielder,MF,1,0
4525,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-83573,Urban,Jan,8,forward,FW,1,0
4526,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-01165,Majewski,Stefan,10,defender,DF,1,0
4527,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-57931,Smolarek,Włodzimierz,11,forward,FW,1,0
4528,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-71979,Komornicki,Ryszard,13,midfielder,MF,1,0
4529,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-59285,Pawlak,Krzysztof,18,defender,DF,1,0
4530,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-03652,Boniek,Zbigniew,20,midfielder,MF,1,0
4531,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-17582,Dziekanowski,Dariusz,21,forward,FW,1,0
4532,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-39326,Karaś,Jan,9,midfielder,MF,0,1
4533,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-57,Poland,POL,1,0,P-86899,Zgutczyński,Andrzej,17,forward,FW,0,1
4534,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-22344,Sousa,António,3,midfielder,MF,1,0
4535,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-31048,Álvaro,not applicable,5,defender,DF,1,0
4536,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-81444,Manuel,Carlos,6,midfielder,MF,1,0
4537,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-97302,Pacheco,Jaime,7,midfielder,MF,1,0
4538,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-29698,Frederico,not applicable,8,defender,DF,1,0
4539,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-31762,Gomes,Fernando,9,forward,FW,1,0
4540,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-48881,Oliveira,António,15,defender,DF,1,0
4541,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-88661,Diamantino,not applicable,17,forward,FW,1,0
4542,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-07955,Inácio,Augusto,20,defender,DF,1,0
4543,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-61802,André,António,21,midfielder,MF,1,0
4544,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-37242,Damas,Vítor,22,goal keeper,GK,1,0
4545,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-10440,Futre,Paulo,10,midfielder,MF,0,1
4546,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,T-58,Portugal,PRT,0,1,P-52794,Magalhães,Jaime,14,midfielder,MF,0,1
4547,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-20424,Hammoudi,Raad,1,goal keeper,GK,1,0
4548,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-08949,Allawi,Khalil,3,defender,DF,1,0
4549,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-62944,Shaker,Nadhim,4,defender,DF,1,0
4550,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-15649,Shaker,Samir,5,defender,DF,1,0
4551,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-10707,Hussein Shihab,Ali,6,midfielder,MF,1,0
4552,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-97678,Mohammed,Haris,7,midfielder,MF,1,0
4553,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-37600,Radhi,Ahmed,8,forward,FW,1,0
4554,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-34556,Saddam,Karim,9,forward,FW,1,0
4555,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-76810,Gorgis,Basil,14,midfielder,MF,1,0
4556,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-72587,Hashim,Natiq,15,defender,DF,1,0
4557,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-42180,Oraibi,Ghanim,22,defender,DF,1,0
4558,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-39,Iraq,IRQ,1,0,P-88871,Hameed,Rahim,11,forward,FW,0,1
4559,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-84816,Pfaff,Jean-Marie,1,goal keeper,GK,1,0
4560,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-73390,Gerets,Eric,2,defender,DF,1,0
4561,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-08623,Van der Elst,Franky,3,defender,DF,1,0
4562,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-39297,De Wolf,Michel,4,defender,DF,1,0
4563,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-26401,Vercauteren,Franky,6,midfielder,MF,1,0
4564,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-71806,Vandereycken,René,7,midfielder,MF,1,0
4565,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-97414,Scifo,Enzo,8,midfielder,MF,1,0
4566,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-13042,Desmet,Philippe,10,midfielder,MF,1,0
4567,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-25456,Ceulemans,Jan,11,midfielder,MF,1,0
4568,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-47038,Claesen,Nico,16,forward,FW,1,0
4569,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-95299,Demol,Stéphane,21,midfielder,MF,1,0
4570,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-99499,Grün,Georges,13,defender,DF,0,1
4571,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-05723,Clijsters,Leo,14,defender,DF,0,1
4572,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-07171,Schumacher,Harald,1,goal keeper,GK,1,0
4573,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-79689,Briegel,Hans-Peter,2,defender,DF,1,0
4574,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-27251,Förster,Karlheinz,4,defender,DF,1,0
4575,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-36201,Eder,Norbert,6,defender,DF,1,0
4576,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-89975,Littbarski,Pierre,7,midfielder,MF,1,0
4577,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-49502,Matthäus,Lothar,8,midfielder,MF,1,0
4578,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-04572,Völler,Rudi,9,forward,FW,1,0
4579,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-79344,Magath,Felix,10,midfielder,MF,1,0
4580,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-59388,Berthold,Thomas,14,defender,DF,1,0
4581,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-23204,Augenthaler,Klaus,15,defender,DF,1,0
4582,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-95392,Allofs,Klaus,19,forward,FW,1,0
4583,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-59574,Rummenigge,Karl-Heinz,11,forward,FW,0,1
4584,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-86,West Germany,DEU,1,0,P-91180,Jakobs,Ditmar,17,defender,DF,0,1
4585,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-85003,Leighton,Jim,1,goal keeper,GK,1,0
4586,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-05434,Gough,Richard,2,defender,DF,1,0
4587,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-64688,Malpas,Maurice,3,defender,DF,1,0
4588,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-91562,Souness,Graeme,4,midfielder,MF,1,0
4589,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-11356,Miller,Willie,6,defender,DF,1,0
4590,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-46604,Strachan,Gordon,7,midfielder,MF,1,0
4591,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-08096,Aitken,Roy,8,midfielder,MF,1,0
4592,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-65888,Bannon,Eamonn,9,midfielder,MF,1,0
4593,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-36038,Nicol,Steve,13,midfielder,MF,1,0
4594,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-12472,Narey,David,14,defender,DF,1,0
4595,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-56094,Archibald,Steve,17,forward,FW,1,0
4596,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-31710,McAvennie,Frank,16,midfielder,MF,0,1
4597,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,T-64,Scotland,SCO,0,1,P-89287,Cooper,Davie,21,midfielder,MF,0,1
4598,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-06115,Rasmussen,Troels,1,goal keeper,GK,1,0
4599,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-94731,Busk,Søren,3,defender,DF,1,0
4600,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-40610,Olsen,Morten,4,defender,DF,1,0
4601,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-62631,Nielsen,Ivan,5,defender,DF,1,0
4602,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-92595,Lerby,Søren,6,midfielder,MF,1,0
4603,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-77330,Berggreen,Klaus,9,forward,FW,1,0
4604,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-36502,Elkjær,Preben,10,forward,FW,1,0
4605,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-56788,Laudrup,Michael,11,midfielder,MF,1,0
4606,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-53824,Bertelsen,Jens Jørn,12,defender,DF,1,0
4607,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,T-22,Denmark,DNK,1,0,P-00445,Arnesen,Frank,15,midfielder,MF,1,0
